# name, t50, t90, fluence, fluence_batse, flux_256, flux_batse_1024, pflx_best_fitting_model, pflx_best_model_redchisq
GRB150501017, 4.096, 9.728, 1.46E-06, 8.71E-07, 5.007, 1.5727, pflx_comp, 1.067
GRB111010709, 35.84, 52.993, 1.26E-05, 6.48E-06, 6.0761, 1.5712, pflx_plaw, 1.035
GRB140712973, 11.008, 28.16, 5.10E-06, 2.92E-06, 5.3633, 1.5667, pflx_plaw, 1.132
GRB090928646, 2.816, 15.616, 1.95E-06, 1.16E-06, 5.8817, 1.5599, pflx_comp, 0.949
GRB120530121, 51.457, 77.054, 7.17E-06, 4.10E-06, 5.8409, 1.5572, pflx_comp, 0.966
GRB100718160, 8.576, 32.641, 2.75E-06, 1.59E-06, 5.8744, 1.5549, pflx_plaw, 0.96
GRB100919884, 16.128, 49.601, 5.76E-06, 3.30E-06, 4.3588, 1.5531, pflx_comp, 1.005
GRB100304534, 5.888, 19.008, 4.90E-06, 2.65E-06, 5.1205, 1.5493, pflx_plaw, 1.063
GRB110430375, 13.824, 32.513, 7.07E-06, 3.54E-06, 6.8389, 1.5471, pflx_comp, 1.172
GRB140517813, 6.656, 18.941, 4.73E-06, 2.72E-06, 4.1931, 1.5441, pflx_plaw, 1.156
GRB150822178, 4.096, 13.312, 2.58E-06, 1.47E-06, 6.1092, 1.5429, pflx_comp, 1.113
GRB100620119, 11.52, 51.841, 3.72E-06, 2.39E-06, 3.8797, 1.5411, pflx_plaw, 0.915
GRB110201399, 3.968, 8.192, 3.15E-06, 1.69E-06, 4.3535, 1.533, pflx_plaw, 1.043
GRB141030746, 5.632, 8.96, 2.31E-06, 1.37E-06, 4.7551, 1.5304, pflx_plaw, 1.143
GRB130925546, 45.569, 265.477, 1.49E-05, 7.49E-06, 7.1968, 1.5163, pflx_plaw, 0.885
GRB090617208, 0.064, 0.192, 9.43E-07, 3.59E-07, 11.2014, 1.5161, pflx_comp, 1.173
GRB150513856, 60.929, 158.978, 7.54E-06, 4.16E-06, 5.8347, 1.5128, pflx_comp, 0.994
GRB130314147, 50.945, 142.851, 1.46E-05, 7.89E-06, 5.3411, 1.5114, pflx_comp, 1.084
GRB111226795, 22.528, 74.753, 1.15E-05, 7.20E-06, 3.8205, 1.5108, pflx_plaw, 1.022
GRB150809516, 15.616, 47.361, 6.09E-06, 3.42E-06, 4.6723, 1.5096, pflx_comp, 0.997
GRB160102500, 4.096, 25.344, 2.30E-06, 1.12E-06, 6.5377, 1.5029, pflx_comp, 1.111
GRB151118554, 8.448, 40.897, 4.27E-06, 2.65E-06, 4.9144, 1.499, pflx_comp, 0.996
GRB091030613, 9.472, 19.2, 4.48E-06, 2.57E-06, 4.4016, 1.4956, pflx_comp, 0.93
GRB111107076, 41.025, 77.185, 1.04E-05, 5.68E-06, 3.5246, 1.4902, pflx_comp, 0.926
GRB140825328, 50.945, 78.593, 7.81E-06, 4.36E-06, 5.5926, 1.486, pflx_plaw, 0.979
GRB120119354, 5.632, 16.384, 2.61E-06, 1.49E-06, 4.8642, 1.4836, pflx_comp, 1.073
GRB140304849, 182.531, 232.708, 8.32E-06, 4.77E-06, 5.5236, 1.481, pflx_plaw, 1.007
GRB090610648, 1.28, 6.144, 1.35E-06, 7.45E-07, 3.4144, 1.4804, pflx_comp, 0.937
GRB090711850, 23.552, 51.969, 5.79E-06, 2.89E-06, 4.6231, 1.4751, pflx_comp, 1.013
GRB150805445, 14.848, 45.825, 6.10E-06, 3.57E-06, 4.9159, 1.4747, pflx_comp, 1.072
GRB140709051, 20.48, 69.633, 7.35E-06, 3.99E-06, 6.1635, 1.4669, pflx_comp, 1.052
GRB160223416, 5.888, 17.92, 3.61E-06, 2.16E-06, 4.3968, 1.4667, pflx_comp, 0.8
GRB101207536, 34.817, 61.441, 6.65E-06, 3.77E-06, 6.4991, 1.4666, pflx_comp, 0.96
GRB120224282, 44.033, 60.929, 9.12E-06, 4.63E-06, 6.4776, 1.4642, pflx_comp, 0.985
GRB131021352, 10.24, 17.664, 1.40E-06, 6.97E-07, 11.418, 1.4603, pflx_plaw, 1.142
GRB140404171, 12.224, 26.624, 8.18E-06, 4.53E-06, 3.9676, 1.4592, pflx_plaw, 1.112
GRB110801335, 0.192, 0.384, 3.54E-07, 2.17E-07, 10.8275, 1.457, pflx_plaw, 1.169
GRB120611108, 27.392, 49.921, 4.53E-06, 2.29E-06, 6.6254, 1.4545, pflx_comp, 0.96
GRB130924255, 9.472, 37.12, 3.73E-06, 2.00E-06, 5.4054, 1.4488, pflx_plaw, 0.935
GRB081204004, 1.28, 7.424, 1.02E-06, 7.08E-07, 3.8199, 1.4473, pflx_comp, 1.153
GRB151218857, 0.768, 3.328, 6.61E-07, 3.80E-07, 6.5062, 1.4455, pflx_plaw, 1.006
GRB100929916, 0.256, 0.32, 7.61E-07, 2.92E-07, 9.1967, 1.4423, pflx_comp, 0.924
GRB130919173, 0.128, 0.96, 3.68E-07, 2.29E-07, 10.3629, 1.4415, pflx_plaw, 0.9
GRB100421917, 16.96, 47.489, 6.69E-06, 4.16E-06, 4.1965, 1.4377, pflx_plaw, 1.122
GRB110221244, 4.096, 13.056, 2.25E-06, 1.38E-06, 4.2644, 1.4377, pflx_plaw, 0.913
GRB090117632, 41.985, 75.777, 1.19E-05, 6.00E-06, 3.6593, 1.4373, pflx_comp, 0.978
GRB140511995, 13.824, 59.136, 6.75E-06, 3.72E-06, 4.115, 1.4349, pflx_comp, 0.978
GRB120716577, 7.68, 24.96, 5.22E-06, 2.79E-06, 3.8093, 1.4324, pflx_comp, 0.88
GRB100827455, 0.128, 0.576, 1.03E-06, 3.26E-07, 8.8555, 1.4302, pflx_comp, 1.049
GRB150922234, 0.08, 0.144, 9.47E-07, 3.45E-07, 12.1284, 1.4287, pflx_comp, 0.886
GRB110831282, 35.965, 98.881, 4.42E-06, 2.75E-06, 5.0888, 1.4278, pflx_comp, 0.985
GRB121211695, 3.328, 8.96, 1.34E-06, 7.57E-07, 5.0053, 1.4278, pflx_plaw, 0.983
GRB100206563, 0.064, 0.128, 8.69E-07, 3.43E-07, 11.3027, 1.4275, pflx_comp, 1.154
GRB130307126, 0.256, 0.384, 4.79E-07, 2.52E-07, 8.2534, 1.4167, pflx_comp, 1.039
GRB130404428, 2.048, 3.328, 8.43E-07, 4.90E-07, 5.4389, 1.4153, pflx_plaw, 0.91
GRB101026034, 0.192, 0.256, 9.30E-07, 3.28E-07, 10.1881, 1.4148, pflx_plaw, 1.094
GRB090621417, 17.344, 27.009, 3.82E-06, 2.07E-06, 4.6422, 1.4146, pflx_plaw, 0.975
GRB160219673, 38.401, 145.922, 1.05E-05, 5.38E-06, 6.2587, 1.4116, pflx_comp, 1.103
GRB140122597, 1.536, 3.584, 9.05E-07, 5.94E-07, 3.3301, 1.4088, pflx_plaw, 0.991
GRB080815917, 0.384, 0.832, 4.69E-07, 2.78E-07, 4.5807, 1.4013, pflx_plaw, 1.107
GRB160206430, 5.376, 21.504, 2.80E-06, 1.58E-06, 3.6373, 1.3994, pflx_comp, 1.014
GRB120608489, 0.448, 0.96, 4.83E-07, 2.95E-07, 6.2058, 1.395, pflx_plaw, 0.954
GRB080823363, 15.424, 43.456, 5.55E-06, 3.19E-06, 5.6, 1.3913, pflx_plaw, 1.005
GRB160111115, 11.008, 26.88, 2.63E-06, 1.25E-06, 7.9304, 1.3903, pflx_plaw, 0.994
GRB150630958, 6.4, 39.169, 2.30E-06, 1.32E-06, 4.6732, 1.3875, pflx_plaw, 0.914
GRB090502777, 41.984, 66.048, 3.50E-06, 1.73E-06, 6.8939, 1.3873, pflx_plaw, 1.017
GRB130515755, 1.536, 2.56, 6.80E-07, 4.06E-07, 5.1183, 1.3869, pflx_plaw, 1.129
GRB090310189, 57.089, 116.93, 5.54E-06, 3.00E-06, 4.1612, 1.3869, pflx_comp, 0.988
GRB150726877, 13.312, 46.849, 6.82E-06, 4.01E-06, 4.3122, 1.3859, pflx_plaw, 0.881
GRB080725435, 10.048, 25.92, 7.99E-06, 4.18E-06, 4.278, 1.3844, pflx_comp, 1.002
GRB080802386, 0.448, 0.576, 3.98E-07, 2.54E-07, 7.0562, 1.3841, pflx_comp, 0.995
GRB150718656, 2.048, 19.456, 1.11E-06, 6.93E-07, 4.0048, 1.3836, pflx_plaw, 1.023
GRB080817720, 1.536, 4.416, 1.82E-06, 5.51E-07, 5.2357, 1.3836, pflx_plaw, 1.03
GRB130420313, 23.04, 104.962, 1.16E-05, 5.79E-06, 6.7414, 1.3827, pflx_plaw, 1.089
GRB110626448, 2.048, 6.4, 1.16E-06, 5.74E-07, 5.8367, 1.3805, pflx_plaw, 1.009
GRB140423356, 46.081, 95.233, 1.81E-05, 1.14E-05, 3.7243, 1.3798, pflx_comp, 1.156
GRB130628860, 0.384, 0.512, 1.03E-06, 2.99E-07, 8.2574, 1.3788, pflx_comp, 1.043
GRB081102365, 1.216, 1.728, 1.09E-06, 5.21E-07, 3.8739, 1.3778, pflx_plaw, 0.959
GRB160101215, 4.864, 22.013, 1.87E-06, 1.06E-06, 5.1166, 1.3743, pflx_plaw, 0.94
GRB110706202, 5.888, 12.032, 3.27E-06, 2.09E-06, 3.4425, 1.3741, pflx_plaw, 1.078
GRB111120556, 17.408, 98.626, 6.73E-06, 3.19E-06, 5.9534, 1.3734, pflx_plaw, 0.985
GRB150415029, 16.128, 34.557, 3.85E-06, 2.10E-06, 3.4196, 1.3698, pflx_plaw, 1.035
GRB100923844, 9.984, 51.713, 3.92E-06, 2.04E-06, 7.2882, 1.3679, pflx_plaw, 1.069
GRB140603476, 61.441, 138.242, 1.86E-05, 1.21E-05, 4.7173, 1.3653, pflx_comp, 1.108
GRB130515056, 0.064, 0.256, 1.09E-06, 2.92E-07, 12.9024, 1.3618, pflx_comp, 1.205
GRB101113483, 6.912, 12.288, 3.06E-06, 1.62E-06, 6.2688, 1.3601, pflx_comp, 1.024
GRB080810549, 37.12, 107.457, 1.08E-05, 6.03E-06, 4.8486, 1.3581, pflx_plaw, 1.086
GRB101213451, 17.408, 45.057, 7.40E-06, 4.07E-06, 7.05, 1.3559, pflx_comp, 1.078
GRB100621452, 89.601, 123.906, 7.67E-06, 4.22E-06, 3.5319, 1.3545, pflx_comp, 0.975
GRB130723092, 1.536, 8.192, 8.71E-07, 4.24E-07, 5.5536, 1.3483, pflx_plaw, 0.961
GRB150511362, 9.472, 31.232, 3.35E-06, 1.84E-06, 4.2786, 1.3477, pflx_comp, 1.138
GRB130720116, 22.016, 48.64, 4.24E-06, 2.22E-06, 3.1253, 1.346, pflx_comp, 1.037
GRB121229533, 6.656, 23.037, 3.51E-06, 2.13E-06, 4.2931, 1.3413, pflx_plaw, 1.263
GRB091102607, 2.813, 6.656, 1.88E-06, 1.06E-06, 3.8897, 1.3395, pflx_plaw, 0.978
GRB110503145, 3.584, 7.936, 1.87E-06, 8.88E-07, 6.2091, 1.3384, pflx_plaw, 1.071
GRB090709630, 4.096, 22.272, 2.21E-06, 1.28E-06, 4.0831, 1.3373, pflx_plaw, 0.993
GRB090301315, 5.632, 23.296, 2.27E-06, 1.14E-06, 4.0721, 1.337, pflx_plaw, 1.075
GRB081215880, 5.632, 7.68, 1.78E-06, 1.04E-06, 5.5818, 1.333, pflx_plaw, 1.142
GRB141109447, 14.336, 32, 5.21E-06, 2.96E-06, 3.0037, 1.3315, pflx_plaw, 1.07
GRB101015558, 197.059, 500.552, 3.74E-05, 2.10E-05, 3.598, 1.3298, pflx_comp, 1.037
GRB140404900, 8.448, 22.784, 4.55E-06, 2.71E-06, 4.3858, 1.3252, pflx_comp, 1.032
GRB150703259, 18.432, 46.593, 9.48E-06, 5.57E-06, 3.5223, 1.325, pflx_comp, 1.045
GRB130530719, 28.16, 58.621, 6.33E-06, 3.49E-06, 5.9971, 1.3229, pflx_plaw, 0.821
GRB080913735, 10.24, 41.217, 3.54E-06, 2.12E-06, 4.8792, 1.3228, pflx_plaw, 1.158
GRB131202906, 30.465, 86.017, 1.24E-05, 6.58E-06, 5.6428, 1.3215, pflx_comp, 0.978
GRB090518080, 0.96, 2.048, 9.91E-07, 4.28E-07, 5.6768, 1.3214, pflx_plaw, 0.827
GRB091123081, 5.376, 15.552, 2.13E-06, 1.14E-06, 4.9313, 1.319, pflx_plaw, 0.955
GRB141225959, 16.384, 56.32, 3.73E-06, 2.17E-06, 2.9257, 1.319, pflx_comp, 0.983
GRB090413122, 9.216, 32.513, 3.23E-06, 1.97E-06, 3.9033, 1.3165, pflx_comp, 1.004
GRB111230683, 8.192, 28.16, 2.90E-06, 1.47E-06, 6.798, 1.316, pflx_comp, 1.163
GRB121117018, 48.385, 331.782, 1.06E-05, 5.13E-06, 5.4977, 1.3135, pflx_plaw, 1.078
GRB080905499, 0.704, 0.96, 8.50E-07, 3.17E-07, 4.7032, 1.3124, pflx_plaw, 1.006
GRB150122960, 16.896, 53.249, 3.17E-06, 1.65E-06, 4.0295, 1.3109, pflx_plaw, 1.206
GRB100525744, 0.576, 1.472, 6.44E-07, 4.23E-07, 5.3091, 1.3091, pflx_plaw, 1.085
GRB100118100, 2.56, 9.216, 1.44E-06, 7.91E-07, 4.0044, 1.3079, pflx_plaw, 1.039
GRB151211672, 21.76, 40.897, 6.30E-06, 3.65E-06, 3.893, 1.3049, pflx_comp, 0.944
GRB110302043, 11.392, 38.336, 3.73E-06, 1.67E-06, 7.0779, 1.3045, pflx_plaw, 1.185
GRB150717795, 4.096, 9.984, 1.24E-06, 7.09E-07, 2.5682, 1.3044, pflx_comp, 1.032
GRB100427356, 4.544, 12.544, 2.28E-06, 1.28E-06, 4.7721, 1.3018, pflx_plaw, 1.126
GRB160131174, 152.579, 205.315, 1.18E-05, 5.47E-06, 7.8236, 1.3014, pflx_plaw, 0.951
GRB130217688, 4.608, 14.848, 1.10E-06, 6.31E-07, 5.6775, 1.3004, pflx_plaw, 1.068
GRB090817036, 13.312, 52.417, 4.61E-06, 2.54E-06, 4.5083, 1.2998, pflx_comp, 1.08
GRB120926426, 10.752, 60.161, 4.38E-06, 2.60E-06, 5.2077, 1.2952, pflx_comp, 1.064
GRB091219462, 2.048, 8.128, 8.53E-07, 4.51E-07, 5.2111, 1.2949, pflx_comp, 1.051
GRB141209131, 46.849, 78.081, 5.55E-06, 3.19E-06, 4.0903, 1.2931, pflx_comp, 0.911
GRB110119931, 44.033, 205.828, 1.01E-05, 5.76E-06, 5.2455, 1.2923, pflx_comp, 0.972
GRB100406758, 2.557, 5.888, 1.12E-06, 7.23E-07, 3.6607, 1.2908, pflx_plaw, 0.958
GRB090222179, 8.192, 17.408, 3.23E-06, 1.93E-06, 3.6141, 1.2871, pflx_comp, 1.152
GRB120102416, 4.096, 20.224, 2.55E-06, 1.46E-06, 4.7977, 1.2847, pflx_plaw, 1.077
GRB100301223, 6.784, 26.625, 2.40E-06, 1.38E-06, 4.3584, 1.2838, pflx_plaw, 0.992
GRB101227195, 86.784, 95.488, 3.43E-06, 1.93E-06, 5.7619, 1.283, pflx_plaw, 2.373
GRB100130777, 34.049, 86.018, 1.39E-05, 7.37E-06, 4.4726, 1.2828, pflx_plaw, 1.036
GRB100609783, 64.513, 230.404, 1.74E-05, 1.14E-05, 3.5255, 1.2828, pflx_plaw, 0.994
GRB100223110, 0.064, 0.256, 1.50E-06, 3.09E-07, 11.2223, 1.2813, pflx_comp, 0.854
GRB130622615, 0.384, 0.96, 4.32E-07, 2.52E-07, 4.5614, 1.2812, pflx_plaw, 1.005
GRB110725236, 17.408, 20.224, 1.31E-06, 7.59E-07, 4.9504, 1.2801, pflx_comp, 1.088
GRB151130160, 5.12, 20.224, 2.38E-06, 1.40E-06, 4.0424, 1.2796, pflx_plaw, 1.043
GRB151023104, 3.072, 10.24, 1.34E-06, 7.64E-07, 4.4916, 1.2772, pflx_plaw, 1.04
GRB111103948, 0.192, 0.32, 2.82E-07, 1.69E-07, 6.5037, 1.2758, pflx_plaw, 0.946
GRB090516353, 47.297, 123.074, 1.72E-05, 9.11E-06, 5.1401, 1.2712, pflx_plaw, 0.994
GRB130610133, 7.68, 21.76, 3.54E-06, 2.10E-06, 3.5484, 1.2688, pflx_plaw, 0.95
GRB090326633, 6.656, 16.128, 1.70E-06, 8.79E-07, 5.8041, 1.2687, pflx_plaw, 0.887
GRB130416770, 0.048, 0.192, 9.39E-07, 2.79E-07, 10.3616, 1.2676, pflx_comp, 1.064
GRB090625560, 4.092, 11.776, 2.46E-06, 1.49E-06, 4.1349, 1.2655, pflx_plaw, 0.894
GRB100304004, 97.538, 181.507, 6.31E-06, 3.13E-06, 5.3732, 1.2646, pflx_plaw, 0.918
GRB090713020, 27.392, 82.817, 9.48E-06, 5.39E-06, 4.3023, 1.2637, pflx_plaw, 1.076
GRB120429484, 10.24, 15.36, 2.37E-06, 1.11E-06, 3.4231, 1.2606, pflx_comp, 0.933
GRB090810659, 75.201, 123.458, 9.89E-06, 4.53E-06, 8.4012, 1.2593, pflx_plaw, 1.146
GRB110726211, 13.312, 29.953, 4.36E-06, 2.53E-06, 5.629, 1.2591, pflx_comp, 1.03
GRB100323542, 53.505, 60.673, 2.04E-06, 1.07E-06, 3.8678, 1.2583, pflx_comp, 1.04
GRB110904163, 7.424, 51.457, 3.46E-06, 1.86E-06, 4.5277, 1.2547, pflx_plaw, 1.047
GRB090820509, 10.301, 15.296, 1.34E-06, 5.47E-07, 8.7708, 1.2534, pflx_plaw, 1.086
GRB140716306, 1.792, 3.328, 2.40E-07, 1.34E-07, 3.003, 1.2512, pflx_plaw, 0.906
GRB090227310, 7.424, 16.189, 2.86E-06, 1.50E-06, 4.6827, 1.2504, pflx_comp, 1.127
GRB140224788, 6.144, 17.152, 2.42E-06, 1.47E-06, 3.2717, 1.2499, pflx_plaw, 1.027
GRB110426629, 105.729, 356.357, 3.31E-05, 1.38E-05, 7.4075, 1.2462, pflx_plaw, 1.034
GRB090516137, 44.289, 118.018, 1.68E-05, 9.68E-06, 3.6531, 1.2452, pflx_comp, 1.039
GRB080831921, 50.689, 74.497, 8.47E-06, 5.09E-06, 3.9643, 1.2449, pflx_plaw, 1.055
GRB090529310, 1.792, 3.072, 8.34E-07, 5.64E-07, 3.6786, 1.2445, pflx_plaw, 1.045
GRB130224370, 13.056, 70.913, 4.96E-06, 2.80E-06, 5.0415, 1.2435, pflx_plaw, 1.035
GRB090429530, 5.628, 14.336, 4.36E-06, 1.67E-06, 4.0239, 1.2434, pflx_plaw, 1.06
GRB110509475, 0.384, 0.64, 5.26E-07, 2.39E-07, 7.2092, 1.241, pflx_plaw, 1.027
GRB090419997, 58.113, 166.915, 9.54E-06, 5.65E-06, 4.6758, 1.2406, pflx_plaw, 1.047
GRB130702004, 18.688, 58.881, 5.72E-06, 2.85E-06, 12.6556, 1.2398, pflx_plaw, 1.006
GRB140126815, 24.576, 75.776, 5.35E-06, 3.11E-06, 3.7092, 1.239, pflx_comp, 1.092
GRB100401297, 79.616, 92.416, 1.90E-06, 9.64E-07, 4.8867, 1.2385, pflx_plaw, 1.002
GRB090117335, 25.152, 27.264, 1.10E-06, 6.96E-07, 4.3677, 1.2374, pflx_plaw, 1.116
GRB150708339, 34.817, 95.234, 1.71E-05, 9.27E-06, 4.444, 1.2353, pflx_plaw, 0.972
GRB140912664, 0.768, 2.304, 5.92E-07, 3.38E-07, 2.3318, 1.2335, pflx_comp, 1.037
GRB140508179, 9.216, 19.456, 3.34E-06, 2.02E-06, 3.9767, 1.2266, pflx_plaw, 1.084
GRB080809808, 12.8, 28.16, 4.14E-06, 2.06E-06, 5.29, 1.2251, pflx_plaw, 1.076
GRB130215063, 38.913, 143.746, 1.86E-05, 9.95E-06, 4.3926, 1.2248, pflx_plaw, 1.01
GRB100325246, 4.608, 8.192, 1.33E-06, 5.74E-07, 5.2448, 1.2241, pflx_plaw, 1.083
GRB150604434, 0.64, 0.896, 3.97E-07, 2.24E-07, 7.5306, 1.2208, pflx_comp, 0.994
GRB150206285, 11.52, 23.296, 2.98E-06, 1.73E-06, 3.5431, 1.2197, pflx_comp, 1.027
GRB150313657, 1.536, 5.12, 8.67E-07, 4.01E-07, 6.5004, 1.2197, pflx_plaw, 0.941
GRB120504945, 2.048, 5.76, 1.67E-06, 8.06E-07, 3.0937, 1.2187, pflx_comp, 1.002
GRB150721732, 2.56, 11.52, 1.35E-06, 7.71E-07, 4.9557, 1.2184, pflx_comp, 0.994
GRB090514734, 18.688, 54.401, 9.55E-06, 4.99E-06, 6.5036, 1.2171, pflx_plaw, 0.889
GRB090907017, 13.248, 39.489, 4.54E-06, 2.80E-06, 3.5866, 1.2153, pflx_plaw, 0.984
GRB090206620, 0.128, 0.32, 7.15E-07, 2.61E-07, 8.4836, 1.2116, pflx_comp, 1.041
GRB150826557, 15.36, 33.024, 3.78E-06, 2.09E-06, 4.2542, 1.2111, pflx_plaw, 0.977
GRB131217506, 1.28, 3.328, 6.81E-07, 3.70E-07, 6.6884, 1.211, pflx_plaw, 0.976
GRB141031304, 7.168, 19.456, 4.93E-06, 2.74E-06, 3.2166, 1.2102, pflx_plaw, 0.918
GRB140911012, 42.24, 116.736, 6.78E-06, 3.66E-06, 4.4235, 1.2092, pflx_plaw, 1.034
GRB091026550, 3.84, 8.96, 1.38E-06, 7.17E-07, 5.5099, 1.2076, pflx_plaw, 1.085
GRB131117766, 32.513, 93.954, 1.44E-05, 8.93E-06, 3.2401, 1.2074, pflx_plaw, 1.046
GRB081120618, 4.608, 25.344, 1.94E-06, 8.64E-07, 5.1569, 1.2045, pflx_plaw, 1.098
GRB101224578, 32.257, 44.737, 3.89E-06, 1.97E-06, 6.5345, 1.2039, pflx_plaw, 0.951
GRB130928537, 59.201, 132.994, 1.95E-05, 7.32E-06, 6.1711, 1.2038, pflx_plaw, 1.02
GRB120420249, 6.912, 25.6, 2.88E-06, 1.63E-06, 5.363, 1.1994, pflx_plaw, 1.099
GRB150911315, 13.056, 41.728, 2.80E-06, 1.49E-06, 6.1786, 1.1983, pflx_plaw, 0.985
GRB080818945, 6.08, 13.376, 1.74E-06, 8.43E-07, 5.0811, 1.1966, pflx_plaw, 1.163
GRB130620498, 4.608, 14.592, 1.18E-06, 7.48E-07, 3.7247, 1.1948, pflx_plaw, 1.003
GRB091023021, 1.792, 6.528, 5.34E-07, 2.56E-07, 5.4473, 1.1935, pflx_plaw, 1.027
GRB130811186, 11.776, 44.801, 6.38E-06, 3.23E-06, 5.1456, 1.1908, pflx_comp, 1.033
GRB110411629, 12.8, 23.552, 3.58E-06, 2.03E-06, 6.1511, 1.1904, pflx_comp, 0.937
GRB080905570, 9.211, 26.624, 4.09E-06, 2.27E-06, 6.9471, 1.1876, pflx_plaw, 1.026
GRB110618760, 22.528, 89.601, 9.78E-06, 5.64E-06, 4.8226, 1.1861, pflx_plaw, 1.036
GRB091024372, 39.937, 93.954, 8.56E-06, 4.97E-06, 5.1089, 1.1823, pflx_plaw, 0.968
GRB110923835, 12.8, 46.398, 4.09E-06, 2.20E-06, 4.3727, 1.1772, pflx_comp, 1.077
GRB090316311, 5.632, 10.24, 1.06E-06, 5.72E-07, 7.5998, 1.1735, pflx_plaw, 1.081
GRB160219289, 3.2, 3.52, 1.11E-06, 4.27E-07, 9.986, 1.1729, pflx_plaw, 1.183
GRB100811781, 48.384, 78.08, 4.68E-06, 2.57E-06, 5.7137, 1.1725, pflx_plaw, 0.934
GRB110220761, 17.408, 33.024, 2.11E-06, 1.20E-06, 4.0428, 1.1719, pflx_comp, 0.94
GRB090511684, 2.496, 7.616, 2.49E-06, 8.25E-07, 4.3018, 1.169, pflx_comp, 0.919
GRB111018595, 3.584, 8.192, 1.11E-06, 6.84E-07, 3.975, 1.1658, pflx_plaw, 0.938
GRB090814368, 0.128, 0.192, 8.90E-07, 2.78E-07, 8.9566, 1.1629, pflx_comp, 1.078
GRB100907751, 1.536, 5.376, 7.33E-07, 4.34E-07, 4.0547, 1.1625, pflx_plaw, 0.959
GRB150806348, 21.248, 85.248, 6.69E-06, 3.86E-06, 4.0066, 1.1622, pflx_comp, 0.886
GRB120415958, 4.096, 12.544, 2.31E-06, 1.10E-06, 6.9263, 1.16, pflx_plaw, 0.87
GRB141121414, 1.536, 3.84, 8.79E-07, 5.15E-07, 3.2041, 1.159, pflx_plaw, 0.983
GRB090623913, 3.328, 7.168, 2.16E-06, 1.30E-06, 4.0951, 1.1551, pflx_comp, 1.027
GRB100730463, 33.409, 63.873, 6.06E-06, 3.88E-06, 2.5934, 1.1544, pflx_plaw, 1.032
GRB110212550, 0.032, 0.064, 6.35E-07, 2.13E-07, 9.132, 1.1529, pflx_plaw, 1.085
GRB160125368, 5.888, 16.896, 1.21E-06, 5.66E-07, 8.0314, 1.1525, pflx_plaw, 1.118
GRB120609580, 1.024, 1.792, 4.20E-07, 2.60E-07, 4.083, 1.1518, pflx_plaw, 1.006
GRB101003244, 3.84, 9.984, 2.23E-06, 8.30E-07, 7.5679, 1.1505, pflx_plaw, 1.127
GRB140725583, 4.096, 19.968, 1.51E-06, 9.05E-07, 2.2943, 1.1504, pflx_comp, 1.063
GRB081113230, 0.32, 0.576, 3.30E-07, 1.75E-07, 8.1448, 1.1497, pflx_plaw, 0.868
GRB160406503, 0.064, 0.432, 5.32E-07, 2.29E-07, 9.9096, 1.1494, pflx_comp, 1.193
GRB101211485, 4.352, 13.568, 1.63E-06, 9.08E-07, 3.9802, 1.1475, pflx_plaw, 0.974
GRB130420343, 13.312, 38.913, 8.92E-06, 3.90E-06, 8.1674, 1.1469, pflx_plaw, 1.097
GRB120905657, 83.969, 195.587, 1.96E-05, 1.09E-05, 3.8173, 1.1456, pflx_plaw, 0.987
GRB140817229, 6.4, 26.112, 2.38E-06, 1.35E-06, 4.032, 1.1454, pflx_plaw, 1.027
GRB141205018, 5.888, 13.056, 1.60E-06, 8.54E-07, 3.3649, 1.1442, pflx_plaw, 1.064
GRB091223511, 19.84, 49.725, 8.69E-06, 5.27E-06, 3.0807, 1.1435, pflx_plaw, 1.028
GRB120612687, 0.192, 0.256, 7.05E-07, 2.50E-07, 7.6755, 1.1419, pflx_plaw, 1.09
GRB140713780, 3.072, 5.376, 8.31E-07, 4.31E-07, 4.633, 1.1397, pflx_plaw, 0.993
GRB091126333, 0.128, 0.192, 3.54E-07, 2.24E-07, 7.4871, 1.1373, pflx_comp, 0.928
GRB140217043, 13.824, 27.136, 2.34E-06, 1.25E-06, 4.8407, 1.1367, pflx_plaw, 1.062
GRB100311518, 3.968, 9.024, 2.57E-06, 1.43E-06, 3.3579, 1.1365, pflx_plaw, 0.887
GRB110227420, 6.141, 25.6, 2.42E-06, 1.34E-06, 3.8504, 1.1343, pflx_plaw, 1.162
GRB160314929, 11.008, 97.538, 4.34E-06, 2.46E-06, 3.536, 1.1343, pflx_plaw, 1.058
GRB150728151, 1.344, 1.728, 6.33E-07, 3.85E-07, 5.1142, 1.1295, pflx_plaw, 1.015
GRB100204566, 20.48, 32.513, 3.78E-06, 1.97E-06, 4.2069, 1.1291, pflx_plaw, 1.085
GRB120608777, 9.216, 24.832, 3.17E-06, 1.77E-06, 4.4162, 1.1268, pflx_comp, 0.928
GRB091112928, 9.664, 21.184, 4.57E-06, 2.65E-06, 3.6595, 1.1241, pflx_plaw, 1.064
GRB140901262, 16.896, 65.025, 2.93E-06, 1.66E-06, 2.892, 1.1241, pflx_comp, 1.082
GRB090826068, 7.424, 8.704, 8.48E-07, 4.75E-07, 3.3359, 1.1227, pflx_plaw, 0.971
GRB101101744, 1.024, 3.328, 6.50E-07, 1.90E-07, 9.5702, 1.1214, pflx_plaw, 0.889
GRB130406334, 25.088, 88.832, 3.21E-06, 1.73E-06, 5.0696, 1.1184, pflx_plaw, 0.978
