Helység megnevezése,KSH kódja,jogállása,Megye megnevezése,Járás kódja,Járás neve,Járás székhelye,Közös önkormányzati hivatal kódja,Közös önkormányzati hivatal székhelye,Terület  (hektár),Lakó-népesség,Lakások száma
Szegerdő,18607,község,Somogy,1440.0,Marcali,Marcali,6,Balatonszentgyörgy,546,212,100
Szeghalom,21883,város,Békés,531.0,Szeghalmi,Szeghalom,1,–,21713,9005,3962
Szegi,33817,község,Borsod-Abaúj-Zemplén,690.0,Tokaji,Tokaj,6,Bodrogkeresztúr,905,267,150
Szegilong,31510,község,Borsod-Abaúj-Zemplén,690.0,Tokaji,Tokaj,6,Bodrogkisfalud,694,210,118
Szegvár,32489,nagyközség,Csongrád,760.0,Szentesi,Szentes,2,Helyben – Locally,8622,4283,2099
Székely,31088,község,Szabolcs-Szatmár-Bereg,1520.0,Kemecsei,Kemecse,5,Nyírtét,1608,1033,363
Székelyszabar,16771,község,Baranya,270.0,Mohácsi,Mohács,6,Himesháza,1548,541,249
Székesfehérvár,14827,"megyeszékhely, megyei jogú város",Fejér,851.0,Székesfehérvári,Székesfehérvár,1,–,17089,98207,44988
Székkutas,12265,község,Csongrád,710.0,Hódmezővásárhelyi,Hódmezővásárhely,1,–,12399,2021,1058
Szekszárd,22761,"megyeszékhely, megyei jogú város",Tolna,1731.0,Szekszárdi,Szekszárd,2,Helyben – Locally,9628,32844,15216
Szeleste,33172,község,Vas,1790.0,Sárvári,Sárvár,6,Bő,2075,650,279
Szelevény,20428,község,Jász-Nagykun-Szolnok,1650.0,Kunszentmártoni,Kunszentmárton,6,Tiszasas,4539,1063,595
Szellő,16984,község,Baranya,290.0,Pécsváradi,Pécsvárad,6,Erzsébet,596,136,73
Szemely,9308,község,Baranya,280.0,Pécsi,Pécs,6,Pécsudvard,947,410,175
Szemenye,27997,község,Vas,1820.0,Vasvári,Vasvár,6,Kám,1180,334,187
Szemere,9830,község,Borsod-Abaúj-Zemplén,560.0,Encsi,Encs,6,Szalaszend,2630,397,142
Szendehely,4507,község,Nógrád,1190.0,Rétsági,Rétság,2,Helyben – Locally,1004,1560,632
Szendrő,8077,város,Borsod-Abaúj-Zemplén,550.0,Edelényi,Edelény,2,Helyben – Locally,5356,4249,1419
Szendrőlád,27456,község,Borsod-Abaúj-Zemplén,550.0,Edelényi,Edelény,2,Helyben – Locally,1770,2097,439
Szenna,15103,község,Somogy,1430.0,Kaposvári,Kaposvár,5,Simonfa,2698,760,256
Szenta,11509,község,Somogy,1410.0,Csurgói,Csurgó,6,Csurgó,6447,383,164
Szentantalfa,3568,község,Veszprém,1850.0,Balatonfüredi,Balatonfüred,5,Zánka,661,443,140
Szentbalázs,25706,község,Somogy,1430.0,Kaposvári,Kaposvár,5,Baté,1214,302,111
Szentbékkálla,7092,község,Veszprém,1890.0,Tapolcai,Tapolca,6,Kővágóörs,1070,182,111
Szentborbás,32841,község,Somogy,1400.0,Barcsi,Barcs,6,Darány,747,106,63
Szentdénes,32009,község,Baranya,320.0,Szentlőrinci,Szentlőrinc,5,Királyegyháza,1215,285,133
Szentdomonkos,13231,község,Heves,1090.0,Pétervásárai,Pétervására,6,Tarnalelesz,1840,427,212
Szente,9043,község,Nógrád,1190.0,Rétsági,Rétság,6,Kétbodony,753,314,156
Szentegát,33613,község,Baranya,330.0,Szigetvári,Szigetvár,6,Dencsháza,2778,348,164
Szentendre,15440,város,Pest,1351.0,Szentendrei,Szentendre,2,Helyben – Locally,4382,25802,10361
Szentes,14456,város,Csongrád,761.0,Szentesi,Szentes,2,Helyben – Locally,35325,27695,12714
Szentgál,7922,község,Veszprém,1910.0,Veszprémi,Veszprém,1,–,9502,2736,994
Szentgáloskér,12973,község,Somogy,1430.0,Kaposvári,Kaposvár,6,Gölle,2725,513,235
Szentgotthárd,31583,város,Vas,1801.0,Szentgotthárdi,Szentgotthárd,2,Helyben – Locally,6773,8872,3413
Szentgyörgyvár,23126,község,Zala,1930.0,Keszthelyi,Keszthely,6,Sármellék,1165,312,164
Szentgyörgyvölgy,18652,község,Zala,1940.0,Lenti,Lenti,6,Csesztreg,2958,395,228
Szentimrefalva,10065,község,Veszprém,1880.0,Sümegi,Sümeg,6,Csabrendek,1087,198,98
Szentistván,22169,nagyközség,Borsod-Abaúj-Zemplén,600.0,Mezőkövesdi,Mezőkövesd,2,Helyben – Locally,5107,2387,1140
Szentistvánbaksa,8484,község,Borsod-Abaúj-Zemplén,670.0,Szikszói,Szikszó,6,Szikszó,656,277,135
Szentjakabfa,11545,község,Veszprém,1850.0,Balatonfüredi,Balatonfüred,6,Zánka,576,110,46
Szentkatalin,9803,község,Baranya,320.0,Szentlőrinci,Szentlőrinc,6,Szentlőrinc,1331,85,72
Szentkirály,21120,község,Bács-Kiskun,440.0,Tiszakécskei,Tiszakécske,2,Helyben – Locally,10189,1876,849
Szentkirályszabadja,16267,község,Veszprém,1910.0,Veszprémi,Veszprém,1,–,2238,1892,681
Szentkozmadombja,3124,község,Zala,1970.0,Zalaegerszegi,Zalaegerszeg,6,Söjtör,508,69,75
Szentlászló,16355,község,Baranya,330.0,Szigetvári,Szigetvár,2,Helyben – Locally,1406,771,288
Szentliszló,8615,község,Zala,1950.0,Letenyei,Letenye,6,Bánokszentgyörgy,689,258,136
Szentlőrinc,15866,város,Baranya,321.0,Szentlőrinci,Szentlőrinc,2,Helyben – Locally,2781,6401,2555
Szentlőrinckáta,7542,község,Pest,1310.0,Nagykátai,Nagykáta,5,Tóalmás,2015,1887,850
Szentmargitfalva,14225,község,Zala,1950.0,Letenyei,Letenye,6,Bázakerettye,312,73,65
Szentmártonkáta,28653,nagyközség,Pest,1310.0,Nagykátai,Nagykáta,1,–,5218,4842,1946
Szentpéterfa,21254,község,Vas,1810.0,Szombathelyi,Szombathely,5,Pornóapáti,3124,993,379
Szentpéterfölde,30067,község,Zala,1970.0,Zalaegerszegi,Zalaegerszeg,6,Söjtör,1199,105,83
Szentpéterszeg,19099,község,Hajdú-Bihar,940.0,Berettyóújfalui,Berettyóújfalu,6,Hencida,2551,1090,476
Szentpéterúr,11165,község,Zala,1970.0,Zalaegerszegi,Zalaegerszeg,5,Zalaszentmihály,1596,992,424
Szenyér,30146,község,Somogy,1440.0,Marcali,Marcali,5,Böhönye,2019,318,134
Szepetnek,7700,község,Zala,1960.0,Nagykanizsai,Nagykanizsa,2,Helyben – Locally,3039,1557,550
Szerecseny,3887,község,Győr-Moson-Sopron,920.0,Téti,Tét,6,Gyömöre,1238,770,366
Szeremle,28820,község,Bács-Kiskun,350.0,Bajai,Baja,2,Helyben – Locally,3406,1409,620
Szerencs,30739,város,Borsod-Abaúj-Zemplén,661.0,Szerencsi,Szerencs,1,–,3668,8942,3813
Szerep,33437,község,Hajdú-Bihar,1020.0,Püspökladányi,Püspökladány,5,Püspökladány,5604,1568,526
Szergény,27793,község,Vas,1760.0,Celldömölki,Celldömölk,6,Kenyeri,1561,298,169
Szigetbecse,26259,község,Pest,1340.0,Ráckevei,Ráckeve,2,Helyben – Locally,1712,1266,541
Szigetcsép,7870,község,Pest,1340.0,Ráckevei,Ráckeve,1,–,1820,2293,962
Szigethalom,13277,város,Pest,1360.0,Szigetszentmiklósi,Szigetszentmiklós,1,–,912,17156,6180
Szigetmonostor,26213,község,Pest,1350.0,Szentendrei,Szentendre,1,–,2351,2345,983
Szigetszentmárton,15185,község,Pest,1340.0,Ráckevei,Ráckeve,1,–,1073,2135,921
Szigetszentmiklós,28954,város,Pest,1361.0,Szigetszentmiklósi,Szigetszentmiklós,1,–,4565,36330,14693
Szigetújfalu,22114,község,Pest,1340.0,Ráckevei,Ráckeve,1,–,1083,1924,876
Szigetvár,26578,város,Baranya,331.0,Szigetvári,Szigetvár,1,–,3951,10585,4444
Szigliget,24891,község,Veszprém,1890.0,Tapolcai,Tapolca,2,Helyben – Locally,3426,804,404
Szihalom,11013,község,Heves,1050.0,Füzesabonyi,Füzesabony,5,Füzesabony,3417,1899,927
Szijártóháza,26161,község,Zala,1940.0,Lenti,Lenti,6,Rédics,378,22,30
Szikszó,21351,város,Borsod-Abaúj-Zemplén,671.0,Szikszói,Szikszó,2,Helyben – Locally,3623,5307,2146
Szil,19266,község,Győr-Moson-Sopron,860.0,Csornai,Csorna,2,Helyben – Locally,3103,1322,615
Szilágy,19831,község,Baranya,280.0,Pécsi,Pécs,5,Bogád,1155,246,133
Szilaspogony,7959,község,Nógrád,1200.0,Salgótarjáni,Salgótarján,6,Somoskőújfalu,1440,295,178
Szilsárkány,3364,község,Győr-Moson-Sopron,860.0,Csornai,Csorna,2,Helyben – Locally,1670,652,306
Szilvágy,17853,község,Zala,1940.0,Lenti,Lenti,6,Zalabaksa,2427,187,93
Szilvás,24712,község,Baranya,280.0,Pécsi,Pécs,5,Szalánta,604,147,56
Szilvásvárad,5643,község,Heves,1030.0,Bélapátfalvai,Bélapátfalva,2,Helyben – Locally,3782,1623,757
Szilvásszentmárton,32461,község,Somogy,1430.0,Kaposvári,Kaposvár,6,Simonfa,708,210,67
Szin,20871,község,Borsod-Abaúj-Zemplén,550.0,Edelényi,Edelény,5,Bódvaszilas,1810,817,252
Szinpetri,11493,község,Borsod-Abaúj-Zemplén,550.0,Edelényi,Edelény,6,Bódvaszilas,971,229,99
Szirák,21634,község,Nógrád,1180.0,Pásztói,Pásztó,5,Vanyarc,1909,1189,450
Szirmabesenyő,9496,nagyközség,Borsod-Abaúj-Zemplén,610.0,Miskolci,Miskolc,1,–,1575,4111,1685
Szob,24916,város,Pest,1371.0,Szobi,Szob,1,–,1797,2660,1097
Szokolya,6947,község,Pest,1370.0,Szobi,Szob,6,Kismaros,5905,1815,746
Szólád,15194,község,Somogy,1460.0,Siófoki,Siófok,6,Balatonföldvár,1998,480,259
Szolnok,27854,"megyeszékhely, megyei jogú város",Jász-Nagykun-Szolnok,1671.0,Szolnoki,Szolnok,1,–,18724,72333,34684
Szombathely,3009,"megyeszékhely, megyei jogú város",Vas,1811.0,Szombathelyi,Szombathely,1,–,9750,77973,34510
Szomód,22619,község,Komárom-Esztergom,1140.0,Tatai,Tata,1,–,2836,1986,767
Szomolya,18892,község,Borsod-Abaúj-Zemplén,600.0,Mezőkövesdi,Mezőkövesd,6,Mezőkövesd,2269,1603,708
Szomor,21421,község,Komárom-Esztergom,1150.0,Tatabányai,Tatabánya,5,Gyermely,1320,1037,397
Szorgalmatos,34388,község,Szabolcs-Szatmár-Bereg,1580.0,Tiszavasvári,Tiszavasvári,6,Tiszalök,844,1084,336
Szorosad,5193,község,Somogy,1470.0,Tabi,Tab,6,Törökkoppány,648,95,56
Szőc,16692,község,Veszprém,1830.0,Ajkai,Ajka,6,Nyirád,755,436,115
Szőce,19521,község,Vas,1770.0,Körmendi,Körmend,6,Nádasd,1871,294,221
Sződ,12690,község,Pest,1380.0,Váci,Vác,1,–,1353,3567,1307
Sződliget,28866,nagyközség,Pest,1380.0,Váci,Vác,2,Helyben – Locally,731,4482,1601
Szögliget,16179,község,Borsod-Abaúj-Zemplén,550.0,Edelényi,Edelény,5,Perkupa,3474,571,394
Szőke,22211,község,Baranya,280.0,Pécsi,Pécs,6,Görcsöny,648,128,54
Szőkéd,7694,község,Baranya,280.0,Pécsi,Pécs,6,Pécsudvard,958,323,138
Szőkedencs,5810,község,Somogy,1440.0,Marcali,Marcali,6,Somogyzsitfa,1869,245,188
Szőlősardó,7889,község,Borsod-Abaúj-Zemplén,550.0,Edelényi,Edelény,6,Perkupa,1066,108,81
Szőlősgyörök,11101,község,Somogy,1420.0,Fonyódi,Fonyód,5,Buzsák,1863,1228,490
Szörény,5528,község,Baranya,330.0,Szigetvári,Szigetvár,6,Kétújfalu,441,72,33
Szúcs,13523,község,Heves,1040.0,Egri,Eger,5,Egercsehi,849,413,162
Szuha,28194,község,Nógrád,1170.0,Bátonyterenyei,Bátonyterenye,5,Mátramindszent,1756,532,359
Szuhafő,3160,község,Borsod-Abaúj-Zemplén,630.0,Putnoki,Putnok,6,Ragály,1605,142,85
Szuhakálló,11110,község,Borsod-Abaúj-Zemplén,580.0,Kazincbarcikai,Kazincbarcika,2,Helyben – Locally,696,897,392
Szuhogy,24606,község,Borsod-Abaúj-Zemplén,550.0,Edelényi,Edelény,6,Szendrő,1700,1122,449
Szulimán,15404,község,Baranya,330.0,Szigetvári,Szigetvár,5,Mozsgó,1049,224,118
Szulok,10986,község,Somogy,1400.0,Barcsi,Barcs,5,Homokszentgyörgy,2791,678,286
Szurdokpüspöki,19044,község,Nógrád,1180.0,Pásztói,Pásztó,2,Helyben – Locally,2670,1865,890
Szűcsi,9982,község,Heves,1060.0,Gyöngyösi,Gyöngyös,5,Nagyréde,1738,1545,658
Szügy,18786,község,Nógrád,1160.0,Balassagyarmati,Balassagyarmat,2,Helyben – Locally,1950,1360,527
Szűr,11217,község,Baranya,270.0,Mohácsi,Mohács,6,Himesháza,784,248,117
Tab,8590,város,Somogy,1471.0,Tabi,Tab,2,Helyben – Locally,2586,4301,1897
Tabajd,14465,község,Fejér,770.0,Bicskei,Bicske,6,Felcsút,2657,940,368
Tabdi,25432,község,Bács-Kiskun,390.0,Kiskőrösi,Kiskőrös,2,Helyben – Locally,2139,1042,532
Táborfalva,8332,nagyközség,Pest,1250.0,Dabasi,Dabas,1,–,4205,3244,1491
Tác,29267,község,Fejér,850.0,Székesfehérvári,Székesfehérvár,2,Helyben – Locally,4569,1688,609
Tagyon,17039,község,Veszprém,1850.0,Balatonfüredi,Balatonfüred,6,Zánka,276,88,43
Tahitótfalu,31963,község,Pest,1350.0,Szentendrei,Szentendre,2,Helyben – Locally,3917,5585,2084
Takácsi,13125,község,Veszprém,1870.0,Pápai,Pápa,5,Vaszar,1913,844,350
Tákos,29911,község,Szabolcs-Szatmár-Bereg,1590.0,Vásárosnaményi,Vásárosnamény,6,Csaroda,1082,354,135
Taksony,30720,nagyközség,Pest,1360.0,Szigetszentmiklósi,Szigetszentmiklós,1,–,2085,6137,2231
Taktabáj,3708,község,Borsod-Abaúj-Zemplén,690.0,Tokaji,Tokaj,6,Bodrogkeresztúr,1682,632,216
Taktaharkány,18245,nagyközség,Borsod-Abaúj-Zemplén,660.0,Szerencsi,Szerencs,1,–,3913,3587,1322
Taktakenéz,28787,község,Borsod-Abaúj-Zemplén,660.0,Szerencsi,Szerencs,6,Prügy,1974,1279,417
Taktaszada,3133,község,Borsod-Abaúj-Zemplén,660.0,Szerencsi,Szerencs,1,–,2574,1909,663
Taliándörögd,17321,község,Veszprém,1890.0,Tapolcai,Tapolca,6,Monostorapáti,2808,740,303
Tállya,12210,község,Borsod-Abaúj-Zemplén,660.0,Szerencsi,Szerencs,2,Helyben – Locally,3796,1864,954
Tamási,24563,város,Tolna,1741.0,Tamási,Tamási,2,Helyben – Locally,11195,8068,3786
Tanakajd,16212,község,Vas,1810.0,Szombathelyi,Szombathely,6,Vasszécseny,1182,719,270
Táp,14261,község,Győr-Moson-Sopron,900.0,Pannonhalmi,Pannonhalma,6,Pázmándfalu,1988,721,297
Tápióbicske,15015,község,Pest,1310.0,Nagykátai,Nagykáta,1,–,4848,3360,1473
Tápiógyörgye,17303,község,Pest,1310.0,Nagykátai,Nagykáta,1,–,5331,3348,1525
Tápióság,9405,község,Pest,1310.0,Nagykátai,Nagykáta,1,–,3354,2566,1152
Tápiószecső,31796,nagyközség,Pest,1310.0,Nagykátai,Nagykáta,1,–,3838,6039,2370
Tápiószele,14146,város,Pest,1310.0,Nagykátai,Nagykáta,1,–,3699,5869,2410
Tápiószentmárton,14571,nagyközség,Pest,1310.0,Nagykátai,Nagykáta,1,–,10291,5144,2371
Tápiószőlős,2769,község,Pest,1240.0,Ceglédi,Cegléd,1,–,3179,2809,1356
Táplánszentkereszt,32045,község,Vas,1810.0,Szombathelyi,Szombathely,1,–,2008,2542,860
Tapolca,29434,város,Veszprém,1891.0,Tapolcai,Tapolca,2,Helyben – Locally,6346,15459,6928
Tapsony,24615,község,Somogy,1440.0,Marcali,Marcali,6,Mesztegnyő,3161,723,391
Tápszentmiklós,21971,község,Győr-Moson-Sopron,900.0,Pannonhalmi,Pannonhalma,2,Helyben – Locally,2075,962,345
Tar,32896,község,Nógrád,1180.0,Pásztói,Pásztó,5,Mátraszőlős,2734,1833,859
Tarany,16735,község,Somogy,1450.0,Nagyatádi,Nagyatád,5,Kutas,5468,1165,464
Tarcal,21740,község,Borsod-Abaúj-Zemplén,690.0,Tokaji,Tokaj,2,Helyben – Locally,5372,2794,1295
Tard,8165,község,Borsod-Abaúj-Zemplén,600.0,Mezőkövesdi,Mezőkövesd,5,Mezőkövesd,4047,1174,575
Tardona,14784,község,Borsod-Abaúj-Zemplén,580.0,Kazincbarcikai,Kazincbarcika,6,Bánhorváti,1230,1013,435
Tardos,30225,község,Komárom-Esztergom,1140.0,Tatai,Tata,2,Helyben – Locally,2332,1627,700
Tarhos,33075,község,Békés,450.0,Békési,Békés,6,Murony,5745,773,357
Tarján,18935,község,Komárom-Esztergom,1150.0,Tatabányai,Tatabánya,1,–,4307,2624,1073
Tarjánpuszta,33914,község,Győr-Moson-Sopron,900.0,Pannonhalmi,Pannonhalma,5,Écs,844,401,146
Tárkány,20987,község,Komárom-Esztergom,1110.0,Kisbéri,Kisbér,2,Helyben – Locally,6494,1408,600
Tarnabod,32966,község,Heves,1080.0,Hevesi,Heves,6,Tarnazsadány,1033,661,227
Tarnalelesz,13240,község,Heves,1090.0,Pétervásárai,Pétervására,2,Helyben – Locally,3713,1751,693
Tarnaméra,23348,község,Heves,1080.0,Hevesi,Heves,2,Helyben – Locally,2826,1650,716
Tarnaörs,14128,község,Heves,1080.0,Hevesi,Heves,2,Helyben – Locally,3028,1811,747
Tarnaszentmária,9052,község,Heves,1040.0,Egri,Eger,6,Verpelét,1100,227,180
Tarnaszentmiklós,16160,község,Heves,1080.0,Hevesi,Heves,5,Pély,3500,860,419
Tarnazsadány,17163,község,Heves,1080.0,Hevesi,Heves,2,Helyben – Locally,2519,1195,480
Tárnok,4154,nagyközség,Pest,1270.0,Érdi,Érd,1,–,2360,9259,3405
Tárnokréti,4172,község,Győr-Moson-Sopron,860.0,Csornai,Csorna,5,Bősárkány,954,172,103
Tarpa,4312,nagyközség,Szabolcs-Szatmár-Bereg,1590.0,Vásárosnaményi,Vásárosnamény,2,Helyben – Locally,4973,2456,892
Tarrós,15635,község,Baranya,250.0,Hegyháti,Sásd,6,Vásárosdombó,529,124,52
Táska,13693,község,Somogy,1440.0,Marcali,Marcali,6,Pusztakovácsi,2598,394,197
Tass,20525,község,Bács-Kiskun,430.0,Kunszentmiklósi,Kunszentmiklós,1,–,7473,2737,1180
Taszár,4932,község,Somogy,1430.0,Kaposvári,Kaposvár,1,–,1729,1923,809
Tát,8758,város,Komárom-Esztergom,1100.0,Esztergomi,Esztergom,2,Helyben – Locally,1206,5241,2044
Tata,20127,város,Komárom-Esztergom,1141.0,Tatai,Tata,2,Helyben – Locally,7813,23445,10055
Tatabánya,18157,"megyeszékhely, megyei jogú város",Komárom-Esztergom,1151.0,Tatabányai,Tatabánya,1,–,9142,66362,30666
Tataháza,14544,község,Bács-Kiskun,340.0,Bácsalmási,Bácsalmás,6,Kunbaja,2610,1196,666
Tatárszentgyörgy,27386,község,Pest,1250.0,Dabasi,Dabas,1,–,5506,1815,689
Tázlár,24998,község,Bács-Kiskun,390.0,Kiskőrösi,Kiskőrös,6,Bócsa,7338,1803,860
Téglás,23214,város,Hajdú-Bihar,980.0,Hajdúhadházi,Hajdúhadház,1,–,3833,6321,2347
Tekenye,24703,község,Zala,1980.0,Zalaszentgróti,Zalaszentgrót,6,Zalaszentgrót,696,400,234
Tékes,27702,község,Baranya,250.0,Hegyháti,Sásd,6,Vásárosdombó,1256,234,101
Teklafalu,32072,község,Baranya,330.0,Szigetvári,Szigetvár,6,Kétújfalu,1676,273,133
Telekes,29568,község,Vas,1820.0,Vasvári,Vasvár,6,Rábahídvég,1081,511,195
Telekgerendás,12681,község,Békés,460.0,Békéscsabai,Békéscsaba,6,Újkígyós,7237,1386,661
Teleki,23968,község,Somogy,1460.0,Siófoki,Siófok,6,Balatonföldvár,805,203,91
Telki,8280,község,Pest,1230.0,Budakeszi,Budakeszi,1,–,1047,3903,1259
Telkibánya,13763,község,Borsod-Abaúj-Zemplén,570.0,Gönci,Gönc,2,Helyben – Locally,4682,542,369
Tengelic,6901,község,Tolna,1720.0,Paksi,Paks,1,–,7093,2192,1001
Tengeri,13675,község,Baranya,300.0,Sellyei,Sellye,6,Baksa,446,54,29
Tengőd,32416,község,Somogy,1470.0,Tabi,Tab,6,Kapoly,3021,417,265
Tenk,14076,község,Heves,1080.0,Hevesi,Heves,6,Heves,1234,1203,471
Tényő,11457,község,Győr-Moson-Sopron,870.0,Győri,Győr,6,Kajárpéc,2638,1589,709
Tépe,31042,község,Hajdú-Bihar,960.0,Derecskei,Derecske,5,Sáránd,2322,1099,409
Terem,33358,község,Szabolcs-Szatmár-Bereg,1560.0,Nyírbátori,Nyírbátor,6,Nyírcsászári,4952,671,283
Terény,4844,község,Nógrád,1160.0,Balassagyarmati,Balassagyarmat,5,Magyarnándor,2435,374,243
Tereske,24174,község,Nógrád,1190.0,Rétsági,Rétság,6,Kétbodony,1703,678,319
Teresztenye,28635,község,Borsod-Abaúj-Zemplén,550.0,Edelényi,Edelény,6,Perkupa,869,36,30
Terpes,12229,község,Heves,1090.0,Pétervásárai,Pétervására,6,Sirok,220,216,100
Tés,20570,község,Veszprém,1900.0,Várpalotai,Várpalota,6,Öskü,4903,767,420
Tésa,19248,község,Pest,1370.0,Szobi,Szob,6,Kemence,438,83,52
Tésenfa,32744,község,Baranya,310.0,Siklósi,Siklós,6,Kovácshida,840,178,81
Téseny,20978,község,Baranya,300.0,Sellyei,Sellye,6,Baksa,1208,308,110
Teskánd,8828,község,Zala,1970.0,Zalaegerszegi,Zalaegerszeg,2,Helyben – Locally,485,1093,398
Tét,19035,város,Győr-Moson-Sopron,921.0,Téti,Tét,2,Helyben – Locally,5636,4062,1487
Tetétlen,19691,község,Hajdú-Bihar,1020.0,Püspökladányi,Püspökladány,5,Báránd,3211,1400,527
Tevel,31459,község,Tolna,1700.0,Bonyhádi,Bonyhád,2,Helyben – Locally,2527,1349,567
Tibolddaróc,30447,község,Borsod-Abaúj-Zemplén,600.0,Mezőkövesdi,Mezőkövesd,2,Helyben – Locally,3031,1357,672
Tiborszállás,8952,község,Szabolcs-Szatmár-Bereg,1540.0,Mátészalkai,Mátészalka,6,Mérk,2552,1015,367
Tihany,30465,község,Veszprém,1850.0,Balatonfüredi,Balatonfüred,2,Helyben – Locally,2733,1383,703
Tikos,17844,község,Somogy,1440.0,Marcali,Marcali,6,Balatonszentgyörgy,335,115,52
Tilaj,27951,község,Zala,1970.0,Zalaegerszegi,Zalaegerszeg,6,Nagykapornak,816,180,105
Timár,24475,község,Szabolcs-Szatmár-Bereg,1570.0,Nyíregyházi,Nyíregyháza,5,Tiszanagyfalu,2182,1290,508
Tinnye,7108,község,Pest,1330.0,Pilisvörösvári,Pilisvörösvár,6,Pilisjászfalu,1610,1676,621
Tiszaadony,9423,község,Szabolcs-Szatmár-Bereg,1590.0,Vásárosnaményi,Vásárosnamény,6,Tiszakerecseny,1563,660,260
Tiszaalpár,24545,nagyközség,Bács-Kiskun,440.0,Tiszakécskei,Tiszakécske,1,–,9113,4920,2296
Tiszabábolna,2291,község,Borsod-Abaúj-Zemplén,600.0,Mezőkövesdi,Mezőkövesd,6,Mezőkövesd,3269,336,270
Tiszabecs,17817,nagyközség,Szabolcs-Szatmár-Bereg,1500.0,Fehérgyarmati,Fehérgyarmat,2,Helyben – Locally,1714,1412,415
Tiszabercel,3850,község,Szabolcs-Szatmár-Bereg,1510.0,Ibrányi,Ibrány,2,Helyben – Locally,3137,1809,743
Tiszabezdéd,20172,község,Szabolcs-Szatmár-Bereg,1600.0,Záhonyi,Záhony,2,Helyben – Locally,1864,1891,666
Tiszabő,10773,község,Jász-Nagykun-Szolnok,1640.0,Kunhegyesi,Kunhegyes,1,–,3504,2100,457
Tiszabura,22770,község,Jász-Nagykun-Szolnok,1640.0,Kunhegyesi,Kunhegyes,1,–,4520,2970,849
Tiszacsécse,24448,község,Szabolcs-Szatmár-Bereg,1500.0,Fehérgyarmati,Fehérgyarmat,6,Tiszakóród,480,246,114
Tiszacsege,15644,város,Hajdú-Bihar,930.0,Balmazújvárosi,Balmazújváros,1,–,13640,4684,2094
Tiszacsermely,29133,község,Borsod-Abaúj-Zemplén,540.0,Cigándi,Cigánd,6,Tiszakarád,2028,545,214
Tiszadada,6433,község,Szabolcs-Szatmár-Bereg,1580.0,Tiszavasvári,Tiszavasvári,1,–,4875,2218,927
Tiszaderzs,16230,község,Jász-Nagykun-Szolnok,1680.0,Tiszafüredi,Tiszafüred,5,Tiszaszőlős,2719,1041,632
Tiszadob,12593,nagyközség,Szabolcs-Szatmár-Bereg,1580.0,Tiszavasvári,Tiszavasvári,1,–,8260,2836,1174
Tiszadorogma,3717,község,Borsod-Abaúj-Zemplén,590.0,Mezőcsáti,Mezőcsát,6,Tiszatarján,4661,341,247
Tiszaeszlár,9113,község,Szabolcs-Szatmár-Bereg,1580.0,Tiszavasvári,Tiszavasvári,1,–,5451,2544,1035
Tiszaföldvár,13815,város,Jász-Nagykun-Szolnok,1650.0,Kunszentmártoni,Kunszentmárton,1,–,8034,10741,4691
Tiszafüred,29726,város,Jász-Nagykun-Szolnok,1681.0,Tiszafüredi,Tiszafüred,1,–,16219,11091,5243
Tiszagyenda,30304,község,Jász-Nagykun-Szolnok,1640.0,Kunhegyesi,Kunhegyes,5,Tiszaroff,3693,953,520
Tiszagyulaháza,30845,község,Hajdú-Bihar,990.0,Hajdúnánási,Hajdúnánás,6,Hajdúnánás,2078,683,341
Tiszaigar,28699,község,Jász-Nagykun-Szolnok,1680.0,Tiszafüredi,Tiszafüred,2,Helyben – Locally,3404,825,380
Tiszainoka,20446,község,Jász-Nagykun-Szolnok,1650.0,Kunszentmártoni,Kunszentmárton,6,Cibakháza,1792,390,213
Tiszajenő,29346,község,Jász-Nagykun-Szolnok,1670.0,Szolnoki,Szolnok,2,Helyben – Locally,2819,1577,811
Tiszakanyár,8554,község,Szabolcs-Szatmár-Bereg,1530.0,Kisvárdai,Kisvárda,6,Dombrád,1551,1589,539
Tiszakarád,13976,község,Borsod-Abaúj-Zemplén,540.0,Cigándi,Cigánd,2,Helyben – Locally,4756,2411,895
Tiszakécske,30623,város,Bács-Kiskun,441.0,Tiszakécskei,Tiszakécske,1,–,13327,11743,5343
Tiszakerecseny,4446,község,Szabolcs-Szatmár-Bereg,1590.0,Vásárosnaményi,Vásárosnamény,2,Helyben – Locally,2386,990,394
Tiszakeszi,13888,község,Borsod-Abaúj-Zemplén,590.0,Mezőcsáti,Mezőcsát,1,–,4618,2614,1031
Tiszakóród,8794,község,Szabolcs-Szatmár-Bereg,1500.0,Fehérgyarmati,Fehérgyarmat,2,Helyben – Locally,1669,788,306
Tiszakürt,30386,község,Jász-Nagykun-Szolnok,1650.0,Kunszentmártoni,Kunszentmárton,2,Helyben – Locally,2837,1414,755
Tiszaladány,19381,község,Borsod-Abaúj-Zemplén,690.0,Tokaji,Tokaj,6,Tokaj,2219,630,326
Tiszalök,23524,város,Szabolcs-Szatmár-Bereg,1580.0,Tiszavasvári,Tiszavasvári,2,Helyben – Locally,5870,5305,2226
Tiszalúc,28398,nagyközség,Borsod-Abaúj-Zemplén,660.0,Szerencsi,Szerencs,1,–,4488,4933,1864
Tiszamogyorós,11907,község,Szabolcs-Szatmár-Bereg,1600.0,Záhonyi,Záhony,6,Eperjeske,1025,736,263
